Crime ID,Falls within,LSOA code,LSOA name,Latitude,Location,Longitude,Month,Outcome type,Reported by
20abe0e480e7a4cffa9f3cf042d8cc2fd7cac2ab6a91a7234c0dd4c7b06e4623,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
0e9e6edc6905c6706b9d0b3d224f63d9996bd733fca294088428fa3ae6d6681c,Thames Valley Police,,,,No location,,2026-06,Local resolution,Thames Valley Police
bb935d427af257174dc5ca1b4ffe6f199e7d763f37117e28181d669560074e72,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
75d79d522885768e6b1985a24bf425660b680ad4453c4d6d54f53df6f89aac3a,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
ebb3df5ca2c8704e66ef318722a118bb4d09197da729ec8a02d604112a01e072,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
e4b024446b9495e85a167c160b44b2dcc59fce7a31cd89b2b16ab3807b19297b,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
e324d09b0c95d87e1b783b5b41505f6e0eaee9aa46da24d48f46fba167f56e6a,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
9582dd83853616f986c465b55721348ed36c75b40203da21deaf30920810fbc1,Thames Valley Police,,,,No location,,2026-06,Local resolution,Thames Valley Police
b2527af9c1916cc4a6683e2eaefee97d7ac77dad46a45a7af796eab5be7e6f1c,Thames Valley Police,E01034454,Milton Keynes 032F,51.980169,On or near Fern Grove,-0.726671,2026-06,Unable to prosecute suspect,Thames Valley Police
94d05bc32b6153d025e06d3970f536b34842e4b5fe304861d8aa1efd704e3d9e,Thames Valley Police,E01033858,Reading 017H,51.429091,On or near Fair Isle Way,-0.974702,2026-06,Unable to prosecute suspect,Thames Valley Police
6ebae7372c43e6fdf03fc70566e9582535f5462e7b63c0a1a4a46ae602976142,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
c5e8c823a0558dbdc018ba00dd055826ca1811f6cffdfb6f4d6dafd7dd53486c,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
33983bdb46d0df22271af3a6ee0cd23fb41275683f37af7d5de39bf8c16bfc03,Thames Valley Police,E01016472,Slough 006F,51.515670,On or near Abbotts Way,-0.651665,2026-06,Unable to prosecute suspect,Thames Valley Police
c14557af2b3d59a2bb4de3c892028526991650d7c43f8cf652bcadfa54fd0711,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
6000e1564cefe4de8f033eca888841d4afaa3d17106ef9bdf336db326c68f44c,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
c8c6c4a6467a7badcf8e864d00ba9e6f41f83496fe60a3d33976158fcc25865d,Thames Valley Police,E01016483,Slough 002A,51.524968,On or near Farnham Road,-0.615453,2026-06,Investigation complete; no suspect identified,Thames Valley Police
e4ad47301990edf400ddd779acb3f55a97f1ed2f94e146e2d8c62fe1c19228b5,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
7e5320845f840fc1e4baff4b6ddaea6e8cbd2c1ff9810b48357c97f50df7b70a,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
74dd54b3a6ba5d0d46b1e6665b7a7be41bff5fd3411c67c3c9cf211b1d9754f1,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
401e9fe04c3f8e41b4e65ee6adf4c5021e146ec33de58f87d28f06414748b20d,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
52fe7f34de3475e5ef1909adaaa7ea1874f0c7719dacaa22c600773ddca2f56c,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
a568603dbd55f73fd8186fa629f7e877c5576132372496c4d52313ec54a4394f,Thames Valley Police,E01028578,Oxford 015F,51.727757,On or near Orchard Court,-1.224497,2026-06,Investigation complete; no suspect identified,Thames Valley Police
c117b25cae86660cfb999e544169bbc0b44ca6f0fe1001199c4b225f33356d7b,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
48ab760e9e4bb8d868d13e4b9c2e7eac7c0cfa9487a8818aabb96d4c6efae5e4,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
9d9e87f79078ae20ce4f1981f1183c24f17d5731f97cdd7793377ffee88ad709,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
a9cb89425b8401ac6a3b16657e3e8c6970d2a03ac0dfe430923ca3ec7d0b95d1,Thames Valley Police,,,,No location,,2026-06,Local resolution,Thames Valley Police
10c1682a38cbe54fa29a1159c1332e565b44ff2ac7561985e7f1af5979baa6fb,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
c3783ca20b684addf6cef04d8a9fa9a2b15c43144f157e8f9f6c63b282ac0397,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
1bc1c97e90fd198c6b0a37ca9301135c40056ffa93339945b9bf9eac81fa3b5b,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
2e783dbcb759975b67ac689a158042a72d4fb46490b799990f7516a8152cc0b6,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
2f4563431105c36610e6b545eef64c73d854adda81a77323f59f0018a321bd36,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
3c547748ab83fdab2a07ebba2d223629752c2f53e1690c6077685354caeb5134,Thames Valley Police,E01017673,Buckinghamshire 010C,51.873887,On or near Parking Area,-1.064426,2026-06,Investigation complete; no suspect identified,Thames Valley Police
d60fe4bdb073a531de4280e6ed866ece082f313d2c0ea015913305829215be2d,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
05544d82c137eb6da1ac80b1dfdda3f403a0db794e96e4b6ece7fa97e1b7b316,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
b46511feff0741f7e7bd593d2c7fce1ff2debce425f47e815bda2a9c0d971366,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
887fd299a5dad6271d92a408a56709c0d18f3b3f7f744d18defbeff5446cdf01,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
8c4ba9c5a8ca3e6077cb8cc636a84594ab1c037bebbc1b92194651420fc0276b,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
8dd564d430c71cd30e22e485ec68f20453fc609ae7bcebc8dde1382cf40938d1,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
3b1764cb1a76e1a23c1b8bf9d32e4ccccafb3a2e31cf74bb354c5beae750d7d9,Thames Valley Police,E01016370,Reading 016A,51.437218,On or near Stanhope Road,-0.956205,2026-06,Local resolution,Thames Valley Police
2222eb3664a615d2a6be76d6f1add97e7d53a11386ae899b66dbdb6135020a13,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
85618e386134f8ba789614dcd32114bc3103b222136ad8205f1157ec68e83426,Thames Valley Police,,,,No location,,2026-06,Local resolution,Thames Valley Police
1dc1cbd39457ec1012a94ebe63b1fd83488a6a15709f02535e3c4217d6166e88,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
9f0d673fa8888af6b981b3c5ac8b0e9a5c72c087cfdef45454b4461015630a14,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
b529cc8b53043d5c38eee2bcb900a13f836f4cfd35947232fd9eb42dae3c8cf6,Thames Valley Police,E01016781,Milton Keynes 037D,52.018789,On or near Bodiam Close,-0.787481,2026-06,Unable to prosecute suspect,Thames Valley Police
1d2d9486146c2ea6c197e343eb0a7a13d16a885add8598743c3339f63ce38a46,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
2833ca27b47b3fa1d1edf474e54afb640d888b94ad65c5a7bf43d0e1c3a47dde,Thames Valley Police,E01016367,Reading 004E,51.469008,On or near The Slopes,-0.956546,2026-06,Investigation complete; no suspect identified,Thames Valley Police
e3d029e24b779fd402e929b52ba400b905dfe528662bd7ada653c345ccab923a,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
c0f3f8885f19e406fcc2736b349d0c89f00786ef94b6cee4ea2401e3977f762f,Thames Valley Police,E01016462,Slough 009A,51.506331,On or near Windsor Road,-0.597560,2026-06,Local resolution,Thames Valley Police
8cb284a2335badf9779d29948c7244932176e594592f200431ff4a66ad2ab964,Thames Valley Police,E01016441,Reading 018E,51.416705,On or near Whitley Wood Lane,-0.963949,2026-06,Investigation complete; no suspect identified,Thames Valley Police
665100fd94dab203b9add37992a5f75405296996391e735369ced1be851ba552,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
c8712effb055bc4030fb6b8fc857ddd2bbffdeee9926dd2d223ef0c8e58d644a,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
e9e898e9d6b5e15f716f88a38ffe4a97b822de2170425707ffd26f41ad5acabd,Thames Valley Police,E01028522,Oxford 008B,51.747691,On or near Luther Street,-1.258050,2026-06,Unable to prosecute suspect,Thames Valley Police
d76ba83cfc474349d5fa2ee5fe86280f009e75cf5667fc0af2e9aae581c9f2bb,Thames Valley Police,E01035247,Slough 011F,51.509157,On or near Parking Area,-0.590240,2026-06,Local resolution,Thames Valley Police
d2cbab4a724a7643d2495d1d5c97f2e11ef32d4c0bc89e3d226efa7b7502d508,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
b7acb885b9d3a4355e5769d086d5e6bcd52c9153197d198625e65af78d32c017,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
6d36b15654d8ff3dae5292fc4b6b673c67c863bec599a6426839f7be21f9c6cc,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
a7396dd6ccfad420849be2f41a218c8967536d85a4a896ab3fe75ae667504d63,Thames Valley Police,E01016407,Reading 001A,51.483249,On or near Cavendish Road,-0.962399,2026-06,Investigation complete; no suspect identified,Thames Valley Police
5eb27a6af890e20ae3d5b3e9f948970a1ce5186befbae73ac486b91838b6d616,Thames Valley Police,E01035267,Wokingham 018E,51.386726,On or near Milam Close,-0.903649,2026-06,Investigation complete; no suspect identified,Thames Valley Police
18aac5279991f127ab92d79d58aeba64811e85491146acc46f683e50846260fe,Thames Valley Police,E01035742,Oxford 008G,51.758101,On or near Supermarket,-1.263501,2026-06,Investigation complete; no suspect identified,Thames Valley Police
3ed1003b00354ce61d0103b0421ffcd974ffb8c78e6a6d440fa4cd2087319e43,Thames Valley Police,E01028765,West Oxfordshire 015B,51.728803,On or near The Lanes,-1.544565,2026-06,Investigation complete; no suspect identified,Thames Valley Police
84319dc7342278b8feb41f44324a3b8f7182196d4352ee2ac75abd454701bbc3,Thames Valley Police,E01016484,Slough 002B,51.527153,On or near Furnival Avenue,-0.621485,2026-06,Unable to prosecute suspect,Thames Valley Police
73e7e3f622f9146e03eb8ede2e1cabad830ade1381e68b386058fdd7df8724e2,Thames Valley Police,E01028450,Cherwell 005B,52.058067,On or near Hampden Close,-1.360385,2026-06,Unable to prosecute suspect,Thames Valley Police
056b11a9b3a0f09533c9b9745b3f23978b211ac0f71858a238baff91ee33c83e,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
6af17307689f972deb47c28515cdd62a170431654eadd4d30ea2c10e204ac4ac,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
49282e8402a09da11eac199807f338dc4f1b514c342b4ff3f080d83941b1a7fa,Thames Valley Police,E01033421,Reading 010G,51.454582,On or near Patriot Place,-0.959307,2026-06,Investigation complete; no suspect identified,Thames Valley Police
695a960929365acf087dcbb87260920222daa3bed51d123c2a0727a83a60f277,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
7cbcd83ab020169f0acce98659847b3936cb595cbe33bb04eccfc1b56010260b,Thames Valley Police,E01032731,Slough 013E,51.493408,On or near Davison Road,-0.550867,2026-06,Investigation complete; no suspect identified,Thames Valley Police
3fdc64cb527d261888c1d3325c0a40205398be7561b6066515dd37fb5e02b7f4,Thames Valley Police,E01028548,Oxford 009A,51.750952,On or near Brock Grove,-1.283695,2026-06,Investigation complete; no suspect identified,Thames Valley Police
9dde514e465721fe5893398eef3bdf4fab8aa55a61abc05b7d77f1be1a3b4c80,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
c457fd19cb28e3cd015c45c4aa972e53c91a558566bba76cde7c322dc8269f6d,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
9dfa8fa944c6e215f13a858471b557b687bb01155562fc3acc13f36e3d9e9a8c,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
28a6337178ea6a8b088e39808dfbd79d09772d878b3bf9e5af348b2449bb9797,Thames Valley Police,E01016716,Milton Keynes 030C,52.000603,On or near Supermarket,-0.725567,2026-06,Investigation complete; no suspect identified,Thames Valley Police
f0edabd0151eee60df60bc87494b2ff39220d575cabc92e33c4203064874105c,Thames Valley Police,E01028521,Oxford 008A,51.752057,On or near A420,-1.257399,2026-06,Unable to prosecute suspect,Thames Valley Police
7e4b2b5183a14c953573bcd482b808c778ffc2ae904042be77bda47f8444d02b,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
3687fd5b0f27f0e06d359fbce180baccc71494a53bacd14882e229fd493dfc8f,Thames Valley Police,E01034458,Milton Keynes 034A,52.047028,On or near Brooklands Road,-0.678561,2026-06,Investigation complete; no suspect identified,Thames Valley Police
3098fe6e18b4b334f2d8210ff304548f477ee1cde31c6742e778ccd0b5c57786,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
06ac24e4d03ff0db17d970378c22fcae854fd3bdaae17b4ad3b9543abff034e3,Thames Valley Police,E01016221,Bracknell Forest 011E,51.388956,On or near Jameston,-0.745002,2026-06,Investigation complete; no suspect identified,Thames Valley Police
ce9ba87f416df6a9da09b4ac674e2ebc76747eb3331d9ef133566ec6647d393d,Thames Valley Police,E01028517,Oxford 017A,51.724933,On or near Ashmole Place,-1.193649,2026-06,Unable to prosecute suspect,Thames Valley Police
9496fd1014e3bb7966a1d1a50fa72d6c88cc6871e565c8755dd804eb1e83e7cd,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
794d3b1a94402afd58a765d228537388266a212646c70292b6a9c034371b669e,Thames Valley Police,E01028523,Oxford 010A,51.751512,On or near Roosevelt Drive,-1.216354,2026-06,Investigation complete; no suspect identified,Thames Valley Police
890153efe537d767fa4465733966468662f694bde5b3d18cc2f28188bf99e763,Thames Valley Police,E01032944,Cherwell 002F,52.078123,On or near Hereford Way,-1.358245,2026-06,Investigation complete; no suspect identified,Thames Valley Police
ffe9a1c590d399cdb979affd55d099e4cd957abf85f45899564fe224cb0f1f65,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
0a42af1e26e3f9519a1fd7240b32c31c966311cabff550f334d13316cf1173f5,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
4f5dd1ebc103258a1d3d3a0f0612de0f70acc02e5178ebc8b14ee3cbda982a38,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
ce6b9572d2c0cbd5cd9faeabf2043a7f4128bc0e39fb0fd12ac4ef8285771736,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
26c3101a62f70989e0c8556c4ad1332eeb6234960a67dd80757d46b52d8438f6,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
43f5315ca7288d7ac7299ec8effeba7898ba8ab4a1833765b7ad7edac941f0f9,Thames Valley Police,,,,No location,,2026-06,Unable to prosecute suspect,Thames Valley Police
99352f94f38d8cba88079cd38ec2792c4b5f218451c2a69bd9e8c7cd1f42d830,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
deb937e10f0a728e4454c35f714d480cbd1e280d6619f08d30da76f618787ea8,Thames Valley Police,,,,No location,,2026-06,Investigation complete; no suspect identified,Thames Valley Police
6f8a9965f9f06f23ce656d7affd7b6ba627b2e91f2b7be6f7f8b74a65b3b8e0e,Thames Valley Police,E01028698,Vale of White Horse 006D,51.671022,On or near Thornley Close,-1.298954,2026-06,Suspect charged,Thames Valley Police
7348d08f7d868bc707b0afbc7718a7fb3f3d732d7b322197b603bb9fe1523463,Thames Valley Police,E01034446,Milton Keynes 002G,52.083332,On or near Supermarket,-0.749175,2026-06,Investigation complete; no suspect identified,Thames Valley Police
25731a7a06e3daaf8a212897bad719b1133a5d9b431b76054cb14c7a4f6b2c42,Thames Valley Police,E01033415,Reading 019B,51.456068,On or near West Street,-0.975839,2026-06,Unable to prosecute suspect,Thames Valley Police
dc1f65ea0f40aaa445638f5c9b9f10f39168c987ba27edb4b941c58ca65bfa32,Thames Valley Police,E01028616,South Oxfordshire 005E,51.705884,On or near Malyns Close,-0.911872,2026-06,Unable to prosecute suspect,Thames Valley Police
e6729aa76b26b5fb0322e710a9f2f8f2f2f3543717cea3e8d16636bcd7d8e84e,Thames Valley Police,E01016550,Windsor and Maidenhead 012C,51.473102,On or near Upcroft,-0.623863,2026-06,Suspect charged,Thames Valley Police
166c1a17790f945302fde392b81ef90929e6af45cb566df971046064847515bb,Thames Valley Police,E01016721,Milton Keynes 009A,52.051241,On or near Marjoram Place,-0.758413,2026-06,Suspect charged,Thames Valley Police
71dc1861fb4f7e7637dfe1e529f30b36db764cc2492f3e60a7a83e76bf7cc741,Thames Valley Police,E01016829,Milton Keynes 029A,51.990189,On or near Knaresborough Court,-0.765884,2026-06,Unable to prosecute suspect,Thames Valley Police
f0c410ced1f2edf99fd36f62e5f06639edb9744010b5b9587bfb8faac582d6ca,Thames Valley Police,E01033500,Milton Keynes 014F,52.041456,On or near Police Station,-0.766689,2026-06,Suspect charged,Thames Valley Police
9049f29a44404ee80af86ee99cf0932dd80d7cd194b9b05a59cbc66d1e0ef591,Thames Valley Police,E01016837,Milton Keynes 008B,52.062934,On or near Creed Street,-0.807628,2026-06,Suspect charged,Thames Valley Police
8f34aa0e23ca95dcc455f53e2dd752cfeb34d2ac034c32f94bc44fdc1e604d81,Thames Valley Police,E01028569,Oxford 018C,51.716664,On or near Marigold Close,-1.192870,2026-06,Suspect charged,Thames Valley Police
02765aa0bd3c6e97d2f12a88d2f30fd35b0eec990df8a6f1d0e7f3f49b0c0e38,Thames Valley Police,E01016360,Reading 007D,51.457495,On or near Salisbury Road,-0.990128,2026-06,Unable to prosecute suspect,Thames Valley Police
946f6a2e6120b5bbf739df8855ccf255dbb2834b4f4b4af96fff40ca8fd0f19a,Thames Valley Police,E01016290,West Berkshire 021B,51.379636,On or near Skippons Close,-1.349637,2026-06,Unable to prosecute suspect,Thames Valley Police
c13e26b8677b7c8b75534c00c85fef33ff712ff96552bdc4094cc9a31503001a,Thames Valley Police,E01016835,Milton Keynes 006D,52.064493,On or near Permayne,-0.790329,2026-06,Suspect charged,Thames Valley Police
9bf543b8698e5c9d5609d7c7bfe68be261156fecb8768630f063c615c509a0bc,Thames Valley Police,E01016397,Reading 006E,51.455185,On or near Tweed Court,-1.013481,2026-06,Suspect charged,Thames Valley Police
884960075301a3d05d955c30763992a8b8cbcf3d50cde9d6302d41b9df27e93b,Thames Valley Police,E01016688,Wokingham 007E,51.440858,On or near Earley,-0.917289,2026-06,Suspect charged,Thames Valley Police
231ed0389f91b8a4601c4a4f8ae0c94a2d05530dcdf32fbb3f9b7d7ebe15f47b,Thames Valley Police,E01017807,Buckinghamshire 066C,51.524504,On or near Missenden Gardens,-0.660629,2026-06,Suspect charged,Thames Valley Police
4bcabdaaff040f9edd55f3c536a25e92c0584210ad42be04a5c4a2953e7ac65e,Thames Valley Police,E01028700,Vale of White Horse 006E,51.677421,On or near Finmore Close,-1.286606,2026-06,Suspect charged,Thames Valley Police
752e584daa47a76807f5fce34edf84ead95fedfde8535f1bcd92d9a9f35fae2a,Thames Valley Police,E01016506,Slough 010A,51.505993,On or near Mead Close,-0.538205,2026-06,Suspect charged,Thames Valley Police
ef07634fbfa76be9b05d027d12634faf2bd6a656b0992ab7144d2fcadf9f2307,Thames Valley Police,E01016666,Wokingham 008E,51.435301,On or near Melling Close,-0.905638,2026-06,Suspect charged,Thames Valley Police
b9b4cbd5e618e994266aa7c9095d67fe77fd3338b89470bdec9e4ba01f63baf9,Thames Valley Police,E01016397,Reading 006E,51.455185,On or near Tweed Court,-1.013481,2026-06,Suspect charged,Thames Valley Police
37d71aad2d8afa68d78d9b385b64da3dbd002193644a2f56ec806930f05b7eaf,Thames Valley Police,E01028547,Oxford 014C,51.743888,On or near Whitson Place,-1.230144,2026-06,Unable to prosecute suspect,Thames Valley Police
37d71aad2d8afa68d78d9b385b64da3dbd002193644a2f56ec806930f05b7eaf,Thames Valley Police,E01028547,Oxford 014C,51.743888,On or near Whitson Place,-1.230144,2026-06,Unable to prosecute suspect,Thames Valley Police
37d71aad2d8afa68d78d9b385b64da3dbd002193644a2f56ec806930f05b7eaf,Thames Valley Police,E01028547,Oxford 014C,51.743888,On or near Whitson Place,-1.230144,2026-06,Unable to prosecute suspect,Thames Valley Police
